Date,decLat,decLong,sciName
6/28/16,25.40219,-80.14877,Scarus iseri
6/28/16,25.40219,-80.14877,Scarus iseri
6/28/16,25.40228,-80.14888,Scarus iseri
6/28/16,25.40219,-80.14877,Scarus iseri
6/28/16,25.40228,-80.14888,Scarus iseri
6/28/16,25.40228,-80.14888,Scarus iseri
6/28/16,25.40219,-80.14877,Scarus iseri
6/28/16,25.40228,-80.14888,Scarus iseri
6/28/16,25.40228,-80.14888,Scarus iseri
6/28/16,25.40301,-80.14139,Scarus iseri
6/28/16,25.40301,-80.14139,Scarus iseri
6/28/16,25.40301,-80.14139,Scarus iseri
6/28/16,25.40301,-80.14139,Scarus iseri
6/28/16,25.40301,-80.14139,Scarus iseri
6/28/16,25.40301,-80.14139,Scarus iseri
6/28/16,25.40301,-80.14139,Scarus iseri
6/28/16,25.40301,-80.14139,Scarus iseri
6/28/16,25.40296,-80.14148,Scarus iseri
6/23/16,25.41094,-80.13862,Scarus iseri
6/23/16,25.41124,-80.13872,Scarus iseri
6/23/16,25.41124,-80.13872,Scarus iseri
6/23/16,25.41124,-80.13872,Scarus iseri
6/23/16,25.41094,-80.13862,Scarus iseri
6/23/16,25.41124,-80.13872,Scarus iseri
6/23/16,25.41094,-80.13862,Scarus iseri
6/23/16,25.41094,-80.13862,Scarus iseri
6/23/16,25.41094,-80.13862,Scarus iseri
6/23/16,25.41094,-80.13862,Scarus iseri
6/23/16,25.41238,-80.15318,Scarus iseri
6/23/16,25.41238,-80.15318,Scarus iseri
6/23/16,25.41238,-80.15318,Scarus iseri
6/23/16,25.41238,-80.15318,Scarus iseri
6/23/16,25.41238,-80.15318,Scarus iseri
6/23/16,25.4124,-80.15301,Scarus iseri
6/23/16,25.4124,-80.15301,Scarus iseri
6/23/16,25.4124,-80.15301,Scarus iseri
6/23/16,25.4124,-80.15301,Scarus iseri
6/23/16,25.4124,-80.15301,Scarus iseri
6/23/16,25.4124,-80.15301,Scarus iseri
6/23/16,25.4124,-80.15301,Scarus iseri
6/23/16,25.4124,-80.15301,Scarus iseri
6/23/16,25.41238,-80.15318,Scarus iseri
6/22/16,25.41655,-80.15643,Scarus iseri
6/22/16,25.41655,-80.15643,Scarus iseri
6/22/16,25.41655,-80.15643,Scarus iseri
6/22/16,25.41655,-80.15643,Scarus iseri
6/22/16,25.41655,-80.15643,Scarus iseri
6/22/16,25.41655,-80.15643,Scarus iseri
6/22/16,25.41658,-80.15645,Scarus iseri
6/22/16,25.41658,-80.15645,Scarus iseri
6/22/16,25.41655,-80.15643,Scarus iseri
6/22/16,25.41658,-80.15645,Scarus iseri
6/22/16,25.41658,-80.15645,Scarus iseri
6/22/16,25.41658,-80.15645,Scarus iseri
6/22/16,25.41658,-80.15645,Scarus iseri
6/22/16,25.41634,-80.14462,Scarus iseri
6/22/16,25.41643,-80.14474,Scarus iseri
6/22/16,25.41643,-80.14474,Scarus iseri
6/22/16,25.41643,-80.14474,Scarus iseri
6/22/16,25.41643,-80.14474,Scarus iseri
6/22/16,25.41643,-80.14474,Scarus iseri
6/22/16,25.41634,-80.14462,Scarus iseri
6/22/16,25.41643,-80.14474,Scarus iseri
6/22/16,25.41643,-80.14474,Scarus iseri
6/22/16,25.41643,-80.14474,Scarus iseri
6/22/16,25.41634,-80.14462,Scarus iseri
6/22/16,25.41634,-80.14462,Scarus iseri
6/22/16,25.41634,-80.14462,Scarus iseri
9/8/16,25.42563,-80.14727,Scarus iseri
9/8/16,25.42557,-80.14771,Scarus iseri
9/8/16,25.42557,-80.14771,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.43096,-80.16057,Scarus iseri
8/24/16,25.43096,-80.16057,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.43096,-80.16057,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.43096,-80.16057,Scarus iseri
8/24/16,25.43096,-80.16057,Scarus iseri
8/24/16,25.4311,-80.16064,Scarus iseri
8/24/16,25.43096,-80.16057,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43595,-80.15524,Scarus iseri
9/8/16,25.43642,-80.15505,Scarus iseri
9/8/16,25.43719,-80.15443,Scarus iseri
9/8/16,25.43719,-80.15443,Scarus iseri
